Sebep Kod,Sebep Açıklama,Zorunlu Alan,Sebep Nevi
836,"YAŞ KARARI (İRTİCA) (926 50/C-94/B, 5434 S.K. 39/E FIK. VE 5510 44/2. FIK)",Bitiş Tarihi,2
837,"YAŞ KARARI (YIKICI/BÖLÜCÜ) (926 50/C-94/B, 5434 S.K. 39/E FIK. VE 5510 44/2. FIK)",Bitiş Tarihi,2
838,"YAŞ KARARI (DİSİPLİNSİZ/HAKİM)(926 50/C-94/B, 5434 S.K. 39/E FIK. VE 5510 44/2. FIK)",Bitiş Tarihi,2
839,926 S.K. GEÇİCİ 32. MD.,Bitiş Tarihi,2
840,EMEKLİLİK (3269 S.K. 5. MD.),Bitiş Tarihi,2
841,GÖREVE İADE (TSK),Başlama Tarihi,1
842,MALUL (3713 SAYILI KANUN),Bitiş Tarihi,2
843,MALUL (5434/6741),Bitiş Tarihi,2
844,657 S.K. 120. MD. (OLUMSUZ SİCİL),Başlama Tarihi,5
845,NAKİL TAYİN GİDEN (DZ.K.K.),Bitiş Tarihi,6
846,NAKİL TAYİN GİDEN (GNKUR.),Bitiş Tarihi,6
847,NAKİL TAYİN GİDEN (HV.K.K.),Bitiş Tarihi,6
848,NAKİL TAYİN GİDEN (J.GN.K.),Bitiş Tarihi,6
849,NAKİL TAYİN GİDEN (MSB),Bitiş Tarihi,6
850,NAKİL TAYİN GİDEN (S.G.K.LIĞI),Bitiş Tarihi,6
851,NAKİL TAYİN GİDEN (SİVİL) TSK DIŞI,Bitiş Tarihi,6
852,NASIP İPTAL,Bitiş Tarihi,2
853,SUBAYLIĞA NASIP (926 S.K. 35. MD.),Başlama Tarihi,1
854,ASTSUBAYLIĞA NASIP (926 S.K. 82. MD.),Başlama Tarihi,1
855,UZMAN ERBAŞLIKTAN ASTSUBAYLIĞA GEÇİŞ,Başlama Tarihi,5
856,SÖZLEŞMELİ ERLİKTEN UZMAN ERBAŞLIĞA GEÇİŞ,Başlama Tarihi,5
857,SÖZLEŞMELİ SUBAYLIKTAN MUVAZZAF SUBAYLIĞA GEÇİŞ,Başlama Tarihi,5
858,HARP OKULU ÖĞRENCİSİ,Başlama Tarihi,1
859,ASTSUBAY MESLEK YÜKSEKOKULU ÖĞRENCİSİ,Başlama Tarihi,1
860,SÖZLEŞMELİ SUBAY ADAYI,Başlama Tarihi,1
861,SÖZLEŞMELİ ASTSUBAY ADAYI,Başlama Tarihi,1
862,SÖZLEŞMELİ ASKERİ HAKİM ADAYI,Başlama Tarihi,1
863,NAKİL TAYİN GELEN (DZ.K.K.),Başlama Tarihi,5
864,NAKİL TAYİN GELEN (GNKUR.),Başlama Tarihi,5
865,NAKİL TAYİN GELEN (HV.K.K.),Başlama Tarihi,5
866,NAKİL TAYİN GELEN (J.GN.K.),Başlama Tarihi,5
867,NAKİL TAYİN GELEN (MSB),Başlama Tarihi,5
868,NAKİL TAYİN GELEN (S.G.K.LIĞI),Başlama Tarihi,5
869,NAKİL TAYİN GELEN (SİVİL) TSK DIŞI,Başlama Tarihi,5
870,KENDİ İSTEĞİ İLE ASKERİ ÖĞRENCİLİKTEN AYRILMA,Bitiş Tarihi,2
871,SAĞLIK SEBEBİ İLE ASKERİ ÖĞRENCİLİKTEN AYIRMA,Bitiş Tarihi,2
872,AKADEMİK BAŞARISIZLIK SEBEBİ İLE ASKERİ ÖĞRENCİLİKTEN AYIRMA,Bitiş Tarihi,2
873,DİSİPLİNSİZLİK SEBEBİ İLE ASKERİ ÖĞRENCİLİKTEN AYIRMA,Bitiş Tarihi,2
874,MAHKEME KARARI İLE ASKERİ ÖĞRENCİLİKTEN AYIRMA,Bitiş Tarihi,2
875,DEVRE KAYBI NEDENİYLE AYRILIŞ,Bitiş Tarihi,2
876,DEVRE KAYBI BİTİMİ BAŞLAMA,Başlama Tarihi,1
877,YETERLİLİĞİN ONAYLANMASI (TÜRKAK PERS. YÖN. 19 MD),Başlama Tarihi,5
878,GÖREVDEN UZAK. TEDBİRİ DEVAM EDERKEN 657 S.K. 98/B FIK. GER. MEMURLUĞUN SONA ERMESİ,Bitiş Tarihi,6
879,5902 SAYILI KANUNLA DEVREDİLEN PERSONEL,Başlama Tarihi,5
880,4456 S.K. UYGULAN. BAĞLI BUL. SOSYAL GÜVENLİK KURUMU DEĞİŞİKLİĞİ,Başlama Tarihi,1
881,"4456 S.K.G,657'NİN I.S.EK.GÖST.CET.THS.2-B GEREĞİ",Başlama Tarihi,5
882,4456 S.K. BAĞ.BUL.SOS.GÜV.KUR.DEĞ. VE MAHK.K.UY.1 DERECE,Başlama Tarihi,1
883,4456 S.K. BAĞ.BUL.SOS.GÜV.KUR.DEĞ. VE MAHK.K.UY.1.DERECE.VE 64.MADDE,Başlama Tarihi,1
884,"4456 S.K. BAĞ.BUL.SOS.GÜV.KUR.DEĞMAHK.K.1.DERECE,64 MAD.VE SINIF DEĞİŞİKLİĞİ.",Başlama Tarihi,1
885,"4456 S.K.BAĞ.BUL.SOS.GÜV.KUR.DEĞ VE YÖN.KUR.NUN 03.06.2004,391 S.KARAR İLE 1 DERECE UYGULANDI",Başlama Tarihi,1
886,NAKLEN TAYİN GELEN (KAMU İDARESİ İÇİ) VE UNVAN DEĞİŞİKLİĞİ  ,Başlama Tarihi,5
887,ATANMA VE ASALET TASTİKİ (657 S.K. 59. VE 159.MAD. GÖRE GÖREVDE İKEN),Başlama Tarihi,5
888,657 S.K. 45. 54. VE 76. MD. GEREĞİ ATANMA,Başlama Tarihi,5
889,TC. MERKEZ BANKASI MEMUR YÖNET. GÖRE KADROYA NAKİL,Başlama Tarihi,5
890,12/5/1994 TAR. VE 2270 S. İL ÖZEL İDARE KURULU KAR. İLE DEVİR,Başlama Tarihi,5
891,3269 S.K. 9. MD. A FIK. UYARINCA KADEME İLERLEMESİ,Başlama Tarihi,5
892,3269 S.K. 9. MD. B FIK. UYARINCA DERECE İLERLEMESİ,Başlama Tarihi,5
893,5216 S.K. GER. BELEDİYELERDEN DEVİR GELEN PER. GÖREVE BAŞLAMA,Başlama Tarihi,5
894,ADAYLIK VE ASKERLİK HİZMETİ DEĞERLENDİRLDİ,Başlama Tarihi,5
895,ASKERLİK HİZMETİ VE 5434 S.K. EK 18. MD. GÖRE İNTİBAKI YAPILDI,Başlama Tarihi,5
896,657 S.K. 36. MD. A BEND. 12-D FIK. (ÖĞRENİM DEĞ.) VE 5434 EK 18. MD. İNT. YAPILDI,Başlama Tarihi,5
897,926 S.K. 207. MD. VE 3466 S.K. 13. MD UYARINCA KADEME İLERLEMESİ,Başlama Tarihi,5
898,SÖZLEŞME UZATIMI VE ADAYLIK HİZMETİ DEĞERLENDİRİLDİ,Başlama Tarihi,5
899,UNVAN DEĞİŞİKLİĞİ (90/267 S. B.K.K. UYARINCA),Başlama Tarihi,5
900,AÇIKTAN ATANMA (5434 S.K. EK 71 İLGİLENDİRİLDİ-5434 S.K. 12 MD. TABİ  KURUMLARDA),Başlama Tarihi,1
901,199 S.K.H.K. GÖRE (1.6.1984),Başlama Tarihi,5
902,657 S.K. 64. MD. (90 PUAN) İLE 37. MD. GEREĞİ DERECE YÜKSELTİLMESİ,Başlama Tarihi,5
903,EŞİTLİK CETVELLERİNE GÖRE KADRO EŞİTLEME,Başlama Tarihi,5
904,7/7/1993 TR. VE 93/4611 S. B.K.K. İLE PROTOKOLLE PERSONEL DEVRİ,Başlama Tarihi,5
905,ATANMA YÖNETİM KURULU ÜYELİGİNE (GÖREVDE İKEN-KADRO TAHSİSİ YAPILAN KURUMLAR),Başlama Tarihi,5
906,AÇIKTAN ATANMA (YÖNETİM KURULU ÜYELİĞİNE) (KADRO TAHSİSİ YAPILAN KURUMLAR),Başlama Tarihi,1
907,4958 S.K. GEÇ. 1. MD. E BENDİ UYARINCA İNTİBAK  ,Başlama Tarihi,5
908,AYLIKSIZ İZİN DÖNÜŞÜ GÖREVE BAŞLAMA VE 657 S.K. 36. MD. A BEND. 12-D FIK. (ÖĞRENİM DEĞ.),Başlama Tarihi,1
909,ASALETEN ATANMA,Başlama Tarihi,5
910,NAKLEN TAYİN GELEN (KAMU İDARESİ İÇİ) ASALETEN TAYİN,Başlama Tarihi,5
911,ASALETEN ATANMA VE KADRO DEĞİŞİKLİĞİ,Başlama Tarihi,5
912,ŞUBE ADININ DEĞİŞMESİ,Başlama Tarihi,5
913,NAKLEN TAYİN GELEN (KAMU İDARESİ İÇİ) VE KADRO VERİLDİ ,Başlama Tarihi,5
914,NAKLEN TAYİN GELEN (KAMU İDARESİ İÇİ) TERFİAN ATANMA KADRO VERİLDİ ,Başlama Tarihi,5
915,TERFİAN ATANMA VE KADRO VERİLDİ ,Başlama Tarihi,5
916,AYLIKSIZ İZİN DÖNÜŞÜ GÖREVE BAŞLAMA VE NAKLEN TAYİN (KAMU İD. İÇİ),Başlama Tarihi,1
917,AYLIKSIZ İZİN DÖNÜŞÜ GÖREVE BAŞLAMA VE TERFİAN ATANMA,Başlama Tarihi,1
918,4603 S.K. GÖRE ÖZEL HUKUK HÜKÜMLERİNE GEÇTİ,Başlama Tarihi,5
919,657 S.K. 64. MD. KADEME İLERLEMESİ İLE 37. MD. GEREĞİ DERECE YÜKSELTİLMESİ,Başlama Tarihi,5
920,"657 S.K. GEÇ. 37.MD. GR. KADROYA ATANDI.SÖZ.SÜRE, ASKERLİK VE 36/C-2 HİZ. DEĞ.(632 S.K.H.K.)",Başlama Tarihi,1
921,657 S.K. GEÇ. 37.MD. GR. KADROYA ATANDI. SÖZ.SÜRE VE 36/C-2 HİZ. DEĞ.(632 S.K.H.K.),Başlama Tarihi,1
922,"657 S.K. GEÇ. 37.MD. GR. KADROYA ATANDI. SÖZ.SÜRE, ASKERLİK VE 36/C-1 HİZ. DEĞ.(632 S.K.H.K.)",Başlama Tarihi,1
923,657 S.K. GEÇ. 37.MD. GR. KADROYA ATANDI. SÖZ.SÜRE VE 36/C-1 HİZ. DEĞ.(632 S.K.H.K.),Başlama Tarihi,1
924,3201 S.K. GEREĞİ YURTDIŞI BORÇLANMA HİZ. E.K.E.A. DEĞERLENDİRİLDİ,Başlama Tarihi,5
925,657 S.K. 88. MD. GEREĞİ İKİNCİ GÖREVDEN AYRILMA,Bitiş Tarihi,6
926,9 S.K.H.K. GEREĞİ İNTİBAK,Başlama Tarihi,5
927,ASKERLİK DÖNÜŞÜ GÖREVE BAŞLAMA VE ADAYLIK İLE ASK. SÜRESİ İNTİBAKINDA DEĞER.,Başlama Tarihi,1
928,ÜNİVERSİTE KURULMASI NEDENİYLE AYRILMA (GÖREVDE İKEN),Bitiş Tarihi,6
929,VEKİL EBE / HEMŞİRE OLARAK ATANMA,Başlama Tarihi,1
930,VEKİL EBE / HEMŞİRELİK SÜRESİNİN SONA ERMESİ,Bitiş Tarihi,2
931,VEKİL İMAM-HATİP OLARAK ATANMA,Başlama Tarihi,1
932,VEKİL İMAM-HATİPLİK SÜRESİNİN SONA ERMESİ,Bitiş Tarihi,2
933,VEKİL MİMAR OLARAK ATANMA,Başlama Tarihi,1
934,VEKİL MİMARLIK SÜRESİNİN SONA ERMESİ,Bitiş Tarihi,2
935,VEKİL MÜHENDİS OLARAK ATANMA,Başlama Tarihi,1
936,VEKİL MÜHENDİSLİK SÜRESİNİN SONA ERMESİ,Bitiş Tarihi,2
937,KADRO DERECE DEĞİŞİKLİĞİ,Başlama Tarihi,5
938,2547 S.K. 13/a MD. REKTÖRLÜK GÖREVİNİN SONA ERMESİ,Bitiş Tarihi,6
939,2547 S.K. 16/a MD. DEKANLIK GÖREVİNİN SONA ERMESİ,Bitiş Tarihi,6
940,2547 S.K. 13/a MD. REKTÖR YARDIMCILIĞI GÖREVİNİN SONA ERMESİ,Bitiş Tarihi,6
941,2547 S.K. 19/b MD. ENSTİTÜ MÜDÜRLÜK GÖREVİNİN SONA ERMESİ,Bitiş Tarihi,6
942,2547 S.K. 20/b MD. YÜKSEKOKUL MÜDÜRLÜK GÖREVİNİN SONA ERMESİ,Bitiş Tarihi,6
943,GÖREV BİTİMİ FAKÜLTEDEKİ GÖREVİNE BAŞLAMA,Başlama Tarihi,5
944,"457,458,459 S.K.H.K GÖRE VERİLEN DERECENİN GERİ ALINMASI",Başlama Tarihi,5
945,AÇIKTAN ATANMA (657 S.K. 241 S.K.H.K. 15. MD.İLE EK. EK GEÇİCİ 58 MD. GEREĞİ İNTİBAKI YAPILDI),Başlama Tarihi,1
946,"SINIF, UNVAN VE KADRO DERECE DEĞİŞİKLİĞİ",Başlama Tarihi,5
947,AÇIKTAN ATANMA (548 S.K.H.K. GEREĞİ),Başlama Tarihi,1
948,ÜÇLÜ KARARNAME İLE ATANMA (KURUM İÇİ),Başlama Tarihi,5
949,BİRİNCİ SINIFA AYRILMA (2802 S.K.),Başlama Tarihi,5
950,3 YILLIK YÜKSEK HAKİMLİK TAZMİNATI ALMA,Başlama Tarihi,5
951,4 YILLIK EK GÖSTERGE (2802 S.K.),Başlama Tarihi,5
952,BİRİNCİ SINIF OLMA (6 YILLIK) (2802 S.K.),Başlama Tarihi,5
953,BİRİNCİ SINIFA AYRILMAMA (2802 S.K.),Başlama Tarihi,5
954,İTİBARİ DERECE TERFİ (2802 S.K.),Başlama Tarihi,5
955,TERFİDEN GERİ (2802 S.K.),Başlama Tarihi,5
956,KADEME İNCELENMESİNE ALINMAMA (2802 S.K.),Başlama Tarihi,5
957,DERECE TERFİ İLERLEMESİNE ALINMAMA (2802 S.K.),Başlama Tarihi,5
958,BİRİNCİ SINIF YÜKSELMESİNE ALINMAMA (2802 S.K.),Başlama Tarihi,5
959,3 YILLIK TAZMİNAT YÜKSELMESİNE ALINMAMA (2802 S.K.),Başlama Tarihi,5
960,4 YILLIK EK GÖSTERGE ALINMAMA (2802 S.K.),Başlama Tarihi,5
961,6 YILLIK TAZMİNAT YÜKSELMESİNE ALINMAMA (2802 S.K.),Başlama Tarihi,5
962,GÖSTERGE DEĞİŞİKLİĞİ,Başlama Tarihi,5
963,486 S.K.H.K.'NIN 1. MADDESİNE GÖRE (2802 S.K.),Başlama Tarihi,5
964,YÜKSEK HAKİMLİK TAZMİNATI VERİLMEKLE (2802 S.K.),Başlama Tarihi,5
965,BİRİNCİ SINIF AYRILMA TARİHİNİN GERİYE ÇEKİLMESİ (2802 S.K.),Başlama Tarihi,5
966,YÜKSEK HAKİMLİK TAZMİNATI YÜKSELTİLMEKLE (2802 S.K.),Başlama Tarihi,5
967,BİRİNCİ SINIF OLMA (2802 S.K.),Başlama Tarihi,5
968,ATANMA (2802 S.K. GEREĞİ MESLEĞE KABUL),Başlama Tarihi,1
969,TERFİ (K.H.A. KADEME İLERLEME VE 1. SINIFA AYRILMA 2802 S.K.),Başlama Tarihi,5
970,YÜKSEK HAKİMLİK TAZ. VE EK GÖSTERGE YÜKSELMESİ (2802 S.K.).,Başlama Tarihi,5
971,TERFİ (K.H.A. DERECE İLER. 1. SINIFA AYRILMA VE EK GÖST 2802 S.K.),Başlama Tarihi,5
972,TERFİ (K.H.A. KADEME İLERLEME VE YÜKSEK HAKİMLİK TAZ. YÜK. 2802 S.K.),Başlama Tarihi,5
973,3-4 YIL EK GÖSTERGE VE YÜKSEK HAKİMLİK TAZ. YÜKSELTİLME (2802 S.K.),Başlama Tarihi,5
974,"TERFİ (K.H.A. KADEME İLER. 1. SINIFA AYRILMA,EK GÖST VE YÜKSEK HAKİMLİK TAZ. YÜK. 2802 S.K.)",Başlama Tarihi,5
975,5435 S.K. 5. MD. GÖRE 1 DERECE VERİLDİ,Başlama Tarihi,5
976,TERFİ (K.H.A. KADEME İLERLEME VE EK GÖSTERGE YÜKSELMESİ 2802 S.K.),Başlama Tarihi,5
977,"TERFİ (K.H.A. DERECE İLER. 1. SINIFA AYRILMA, EK GÖST VE YÜKSEK HAKİMLİK TAZ. YÜK. 2802 S.K.)",Başlama Tarihi,5
978,3825 S.K.GÖRE EK GÖSTERGE VE HAKİMLİK TAZMİNATI YÜKSELMEKLE,Başlama Tarihi,5
979,5435 S.K. 5. MD. GÖRE 1 KADEME VERİLDİ,Başlama Tarihi,5
980,TERFİ (K.H.A. KADEME İLER. 1. SINIFA AYRILMA VE EK GÖST 2802 S.K.),Başlama Tarihi,5
981,"1. SINIFA AYRILMA, EK GÖST VE YÜKSEK HAKİMLİK TAZ. YÜK. 2802 S.K.",Başlama Tarihi,5
982,1. SINIFA AYRILMA VE EK GÖSTERGE YÜKSELTİLMESİ (2802 S.K.),Başlama Tarihi,5
983,TERFİ (K.H.A. KADEME İLERLEME 2802 S.K.),Başlama Tarihi,5
984,TERFİ (K.H.A. DERECE İLERLEME 2802 S.K.),Başlama Tarihi,5
985,2802 S.K. GÖRE TERFİ VE ÖĞRENİM DEĞERLENLENDİRİLMESİ,Başlama Tarihi,5
986,5435 S.K. 5. MD. GÖRE 1 KADEME VERİLDİ. 1. SINIFA AYRILMA,Başlama Tarihi,5
987,5289 S.K. UYARINCA 1 DERECE YÜKSELTİLMESİ (15.01.2005) (ASKERDE OLMASI NEDENİYLE),Başlama Tarihi,5
988,TERFİ (K.H.A. KADEME İLER. YÜK. HAKİMLİK TAZ. VE EK GÖSTERGE YÜKSELMESİ (2802 S.K.).,Başlama Tarihi,5
989,5435 S.K. 5. MD GÖRE 1 DERECE VERİLDİ (KAMU İDARESİ DIŞI NAKİL GELMESİ NED.),Başlama Tarihi,5
990,KISTAS AYLIĞININ YÜKSELTİLMESİ (2802 S.K.),Başlama Tarihi,5
991,657 S.K. 125. MADDESİNE GÖRE TERFİ EDEMEME,Başlama Tarihi,5
992,İTİBARİ TERFİ (OLUMSUZ) (2802 S.K.),Başlama Tarihi,5
993,BİRİNCİ SINIF OLMAMASINA (2802 S.K.),Başlama Tarihi,5
994,2802 S.K. GÖRE 2 PUAN VERİLMEMESİNE,Başlama Tarihi,5
995,2802 S.K. GÖRE 4 PUAN VERİLMEMESİNE,Başlama Tarihi,5
996,2802 S.K. GÖRE 4 PUAN İLA. ED. KISTAS AY YÜK.,Başlama Tarihi,5
997,2802 S.K. GÖRE 2 PUAN İLA. ED. KISTAS AY YÜK.,Başlama Tarihi,5
998,657 S.K. 76. VE 86. MD. GEREĞİ NAKLEN VE VEKALETEN ATANMA,Başlama Tarihi,5
999,AYRILIŞ (MEB) NAKİL GİDEN (KAMU İDARESİ İÇİ),Bitiş Tarihi,6
1000,TERFİ (K.H.A. KADEME VE KADRO DERECE İLERLEMESİ),Başlama Tarihi,5
1001,TERFİ (K.H.A. DERECE VE KADRO DERECE İLERLEMESİ),Başlama Tarihi,5
1002,657 S.K. 36. MD. A BEND. 12-D FIK. (ÖĞRENİM DEĞ.) VE KADRO DERECE DEĞİŞİKLİĞİ  ,Başlama Tarihi,5
1003,ONAY İPTALİ (BİRİM-UNVAN DEĞİŞİKLİĞİ),Başlama Tarihi,5
1004,"BİRİM, KADRO, UNVAN DEĞİŞİKLİĞİ VE TERFİ(K.H.A. GÖREV/ÖDEME AYLIĞI VE E.K.E.A)",Başlama Tarihi,5
1005,"BİRİM, SINIF, KADRO VE UNVAN DEĞİŞİKLİĞİ",Başlama Tarihi,5
1006,"BİRİM, UNVAN DEĞİŞİKLİĞİ VE 657 S.K. 68/B.",Başlama Tarihi,5
1007,UNVAN DEĞİŞİKLİĞİ VE 657 S.K. 68/B.,Başlama Tarihi,5
1008,BAKANLAR KURULU KARARI KADRO DERECE DEĞİŞİKLİĞİ,Başlama Tarihi,5
1009,3030 SAYILI KANUN GEREĞİNCE DEVİR (BELEDİYE),Başlama Tarihi,5
1010,"TERFİ (KADRO DERECE, K.H.A. GÖREV/ÖDEME AYLIĞI VE E.K.E.A)",Başlama Tarihi,5
1011,NAKLEN TAYİN GELEN (KAMU İDARESİ İÇİ) 657 S.K. 68/B GÖRE KADRO DERECE. DEĞ.,Başlama Tarihi,5
1012,KADRO VERİLMEKLE 657 S.K. 68. MD. DERECE TERFİ,Başlama Tarihi,5
1013,657 S.K. 36.MD. A BEND. 6-B VE A-9 FIKR. GEREĞİ,Başlama Tarihi,5
1014,657 S.K. 36. MD. A BENDİNİN 1 VE 6-B FIK. GEREĞİ,Başlama Tarihi,5
1015,"657 S.K. 36. MD. A BEND. 2, 6-B VE A-9 FIK. GEREĞİ",Başlama Tarihi,5
1016,657 S.K. 36. MD. A BEND. 2 VE 6-B FIK. GEREĞİ,Başlama Tarihi,5
1017,ATANMA (4958 S.K. GEÇ 1 MD. E BENDİ UYARINCA ATANMA VE İNTİBAK)  ,Başlama Tarihi,1
1018,4958 S.K. GEÇ 1 MD. H BENDİ UYARINCA İNTİBAK  ,Başlama Tarihi,5
1019,ASTSUBAY SINIF OKULU ÖĞRENCİSİ BAŞLAMA,Başlama Tarihi,1
1020,VEKİL VETERİNER HEKİM OLARAK ATANMA,Başlama Tarihi,1
1021,VEKİL VETERİNER HEKİM SÜRESİNİN SONA ERMESİ,Bitiş Tarihi,2
1022,BİRİM ADININ DEĞİŞMESİ NEDENİYLE AYRILIŞ,Bitiş Tarihi,6
1023,4603 S.K. KAMU HUKUKUNA DÖNÜŞ NEDENİYLE AYRILIŞ,Bitiş Tarihi,6
1024,4603 S.K. KAMU HUKUKUNA DÖNÜŞ NEDENİYLE BAŞLAYIŞ,Başlama Tarihi,5
1025,657 S.K. 64. MD. 527 S.K.H.K. KADEME İLER VE 37. MD. GEREĞİ DERECE İLERLEMESİ,Başlama Tarihi,5
1026,657 S.K. 64. MD.KADEME İLER. İLE 90 PUAN VE 37. MD. GEREĞİ DERECE İLERLEMESİ,Başlama Tarihi,5
1027,TERFİ (K.H.A. VE E.K.E.A.) İLE 2182 S.K. UYARINCA 1 DER. YÜK. (01.03.1979),Başlama Tarihi,5
1028,"TERFİ (K.H.A. VE E.K.E.A.) İLE 457,458,459 S.K.H.K. UYARINCA 1 DER. YÜK. (15.10.1991)",Başlama Tarihi,5
1029,TERFİ (K.H.A. VE E.K.E.A.) İLE 5289 S.K. UYARINCA 1 DER. YÜK. (15.01.2005),Başlama Tarihi,5
1030,NAKLEN TAYİN GİDEN (KAMU İDARESİ DIŞI) (4046 S.K. GEREĞİ),Bitiş Tarihi,6
1031,4684 S.K. 2. MD. GEREĞİ AYRILIŞ (İSTİFA),Bitiş Tarihi,2
1032,DİSİPLİN KURULU (4603 S.K. TABİ) KARARI GEREĞİNCE GÖREVİNE SON VERİLDİ,Bitiş Tarihi,2
1033,4857 S.K. 25. MD. 1. FIKR. GEREĞİ İŞ AKDİ FESH (TAZMİNATLI) (ÖZELLEŞTİRME KAP.),Bitiş Tarihi,2
1034,4857 S.K. 25. MD. 2. FIKR. GEREĞİ İŞ AKDİ FESH (ÖZELLEŞTİRME KAP.),Bitiş Tarihi,2
1035,1475 S.K. 14. MD. EVLİLİK NEDENİYLE İSTİFA (ÖZELLEŞTİRME KAP.),Bitiş Tarihi,2
1036,1475 S.K. 14. MD. ASKERLİK NEDENİYLE İSTİFA (ÖZELLEŞTİRME KAP.),Bitiş Tarihi,2
1037,4857 S.K. 22. MD. GEREĞİ İŞ AKDİ FESH (ÖZELLEŞTİRME KAP.),Bitiş Tarihi,2
1038,SÖZLEŞME FESHİ TAZMİNATLI (ÖZELLEŞTİRME KAP. ),Bitiş Tarihi,2
1039,SÖZLEŞME FESHİ TAZMİNATSIZ (ÖZELLEŞTİRME KAP. ),Bitiş Tarihi,2
1040,256 S.K.H.K. GEREĞİ UZMAN TİTRİ ALDI,Başlama Tarihi,5
1041,256 S.K.H.K. GEREĞİ UZMAN YARD. SINAVINI KAZANMAKLA,Başlama Tarihi,5
1042,375 S.K.H.K. GEREĞİ,Başlama Tarihi,5
1043,657 S.K. 36. MD. A BEND. 11. FIK. GEREĞİ VERİLEN DERECENİN GERİ ALINMASI,Başlama Tarihi,5
1044,657 S.K. 36. MD. D BEND. GEREĞİ ÜST DERECEDEKİ ÖĞRENİM DEĞİŞİKLİĞİ,Başlama Tarihi,5
1045,657 S.K. 6111 DEĞ. 77. MD. GEREĞİ AYLIKSIZ İZİNDEKİ SÜRE DEĞERLENDİRİLDİ,Başlama Tarihi,5
1046,"ADAYLIK, ASKERLİK VE 657 S.K. 36/A-1 FIK. İNTİBAK",Başlama Tarihi,5
1047,"DANIŞTAY KARARI GEREĞİNCE BİRİM, UNVAN DEĞİŞİKLİĞİ AYRILIŞ",Bitiş Tarihi,6
1048,"DANIŞTAY KARARI GEREĞİNCE BİRİM, UNVAN DEĞİŞİKLİĞİ BAŞLAMA",Başlama Tarihi,5
1049,TERFİ (DEVLET DİL SINAVINI KAZANMASIYLA),Başlama Tarihi,5
1050,MAHKEME KARARI GEREĞİ LİSE DİPLOMASI GEÇERLİ SAYILDI. İNTİBALI DÜZEL.,Başlama Tarihi,5
1051,LİSE VE ÜNİVERSİTE DİPLOMASI İPTAL EDİLMİŞTİR,Başlama Tarihi,5
1052,ASKERİ ÖĞRENCİLİKTEN MEZUN,Bitiş Tarihi,2
1053,NAKLEN TAYİN GİDEN (KAMU İDARESİ İÇİ) (GÖREVDEN UZAKLAŞ. DEVAM EDEN),Bitiş Tarihi,6
1054,NAKLEN TAYİN GELEN (KAMU İDARESİ İÇİ) (GÖREVDEN UZAKLAŞ. DEVAM EDEN),Başlama Tarihi,5
1055,NAKLEN TAYİN GELEN (KAMU İDARESİ İÇİ) TERFİ (K.H.A. VE E.K.E.A.),Başlama Tarihi,5
1056,NAKLEN TAYİN GELEN (KAMU İDARESİ İÇİ) VE 657 S.K. 64. MD. 90 PUAN,Başlama Tarihi,5
1057,NAKLEN TAYİN GELEN (KAMU İDARESİ İÇİ) (SÖZLEŞMEYE GEÇMEKLE),Başlama Tarihi,5
1058,SEHVEN YAPILAN KAZANILMIŞ HAK AYLIĞI İPTALİ,Başlama Tarihi,5
1059,KADROLU OLUP SÖZLEŞMELİYE GEÇMEKLE (5434 S.K. TABİ),Başlama Tarihi,5
1060,SÖZLEŞME SONA ERMESİ (5434 S.K. TABİ) NED. KADROYA GEÇMEKLE,Başlama Tarihi,5
1061,UNVAN DEĞİŞİK. ASKERLİK HİZ. DEĞ. 458 S.K.H.K. UYA. 1 DER. VE 657/36 12/D ÖĞRENİM DEĞ.,Başlama Tarihi,5
1062,UNVAN DEĞİŞİKLİĞİ VE ASKERLİK HİZ. DEĞ.,Başlama Tarihi,5
1063,AYLIKSIZ İZNİN UZATILMASI,Bitiş Tarihi,6
1064,AYLIKLI İZNİN UZATILMASI,Başlama Tarihi,5
1065,241 S.K.H.K. 38. MD. GÖRE GÖSTERGE DEĞİŞİKLİĞİ (2802 S.K.),Başlama Tarihi,5
1066,ASKERDE OLMASI NED. VERİLEMEYEN 5435 S.K. 1 DER VERİLMESİ (2802 S.K.),Başlama Tarihi,5
1067,ÇALIŞMA DEĞER. (BAŞARILI) (2802 S.K.),Başlama Tarihi,5
1068,ÇALIŞMA DEĞER. (BAŞARISIZ) (2802 S.K),Başlama Tarihi,5
1069,TERFİ (DERECE YÜK VE KADEME İLER 2802 S.K.),Başlama Tarihi,5
1070,H.S.Y.K. ASIL ÜYELİĞİNE SEÇİLMEKLE,Başlama Tarihi,5
1071,H.S.Y.K. YEDEK ÜYELİĞİNE SEÇİLMEKLE,Başlama Tarihi,5
1072,KADEME İLERLEMESİ VE İNTİBAK (2802 S.K.),Başlama Tarihi,5
1073,MAHKEME KARARI İLE ONAYIN İPTALİ (GENEL ONAYLARIN İPTALİ ),Başlama Tarihi,5
1074,TERFİ (E.K.E.A. KADEME İLERLEME İLE 657/64. MD. (90 PUAN),Başlama Tarihi,5
1075,TERFİ (K.H.A. KADEME İLERLEME İLE 657/64. MD. (90 PUAN),Başlama Tarihi,5
1076,"657 S.K. 36. MD. A BEND. 1, 6-B VE A-9 FIK. GEREĞİ",Başlama Tarihi,5
